Speed (km/h),Voltage Fluctuation (V),Battery Discharge Rate (C),Ambient Temp (°C),SoC (%),Motor Power (kW),Vehicle Status
55.53,0.29,0.23,16.25,81.96,13.6,Good Condition
112.69,0.88,0.57,35.57,58.88,34.11,Good Condition
134.55,0.97,0.67,40.95,50.27,40.4,Not Good
126.92,0.77,0.62,25.02,51.63,37.1,Good Condition
27.42,0.64,0.19,31.58,85.1,11.69,Good Condition
143.44,0.64,0.62,-2.17,42.0,37.11,Not Good
56.5,0.2,0.07,23.01,73.71,4.43,Good Condition
50.89,0.06,0.04,32.77,84.52,2.17,Good Condition
9.36,0.73,0.37,19.84,94.58,22.21,Good Condition
72.93,0.7,0.43,24.68,71.68,25.94,Good Condition
16.35,0.25,0.11,39.95,96.25,6.48,Good Condition
37.28,0.08,0.0,4.9,89.29,0.0,Good Condition
47.54,0.3,0.31,-0.09,83.54,18.58,Not Good
121.32,0.64,0.61,29.53,53.22,36.85,Good Condition
131.32,0.89,0.73,36.14,47.13,43.94,Good Condition
45.37,0.15,0.03,37.52,82.91,1.91,Good Condition
128.8,0.77,0.71,27.08,44.42,42.44,Good Condition
128.58,0.99,0.61,36.66,52.41,36.52,Good Condition
114.7,0.68,0.46,30.03,54.56,27.88,Good Condition
22.0,0.55,0.2,-0.63,86.6,12.24,Not Good
103.55,0.26,0.27,33.1,62.78,16.05,Good Condition
141.75,0.95,0.86,3.97,43.19,51.46,Good Condition
102.38,0.81,0.63,6.83,62.73,37.85,Good Condition
49.74,0.16,0.07,14.73,83.67,4.24,Good Condition
75.09,0.26,0.22,10.73,73.12,13.17,Good Condition
96.86,0.84,0.45,11.08,56.87,26.78,Good Condition
76.59,0.84,0.41,3.46,66.84,24.71,Good Condition
17.99,0.07,0.04,9.69,96.56,2.32,Good Condition
46.81,0.42,0.27,-4.02,85.27,16.46,Not Good
120.36,1.31,0.92,18.65,51.44,55.28,Good Condition
129.21,0.58,0.6,33.43,47.72,35.92,Good Condition
20.6,0.32,0.0,38.11,88.51,0.0,Good Condition
142.86,1.3,0.91,36.02,47.54,54.5,Good Condition
49.32,0.94,0.5,15.82,77.4,29.74,Good Condition
99.35,0.74,0.56,31.52,57.17,33.83,Good Condition
112.77,0.44,0.4,9.39,56.5,23.94,Good Condition
121.79,0.66,0.62,-2.22,48.71,36.95,Not Good
141.86,0.96,0.58,28.8,47.64,34.67,Good Condition
46.94,0.73,0.31,27.44,76.33,18.59,Good Condition
128.78,0.71,0.46,35.08,43.55,27.32,Good Condition
19.75,0.4,0.02,25.81,92.15,1.3,Good Condition
105.76,0.7,0.37,2.84,57.58,22.19,Good Condition
111.3,0.86,0.59,37.66,52.11,35.54,Good Condition
101.66,0.82,0.45,26.36,59.28,27.08,Good Condition
37.85,0.51,0.19,35.38,83.98,11.16,Good Condition
130.96,0.9,0.7,33.71,51.52,41.88,Good Condition
25.33,0.12,0.0,9.89,84.96,0.0,Good Condition
8.05,0.49,0.13,-1.27,100.0,7.73,Not Good
107.62,0.72,0.54,3.83,58.2,32.43,Good Condition
71.32,0.3,0.17,-0.36,67.99,10.21,Not Good
127.36,1.34,1.05,7.17,44.52,62.7,Good Condition
57.51,0.65,0.34,17.98,77.38,20.28,Good Condition
25.24,0.53,0.07,40.34,87.25,4.24,Not Good
125.47,0.89,0.9,38.6,47.83,53.73,Good Condition
82.34,0.96,0.7,30.93,64.52,42.29,Good Condition
28.38,0.2,0.09,-3.79,90.15,5.2,Not Good
108.06,1.0,0.61,12.07,57.31,36.55,Good Condition
76.67,0.23,0.2,29.12,65.11,12.03,Good Condition
90.65,0.71,0.42,1.45,64.01,25.32,Good Condition
69.13,0.66,0.29,35.05,75.26,17.37,Good Condition
124.31,0.79,0.68,40.73,46.09,40.98,Not Good
124.43,1.11,0.71,12.71,54.12,42.51,Good Condition
106.41,1.0,0.63,30.29,58.22,38.07,Good Condition
15.81,0.23,0.09,2.41,98.18,5.67,Good Condition
125.83,0.42,0.46,29.54,46.15,27.6,Good Condition
100.65,0.46,0.35,-3.93,64.67,20.99,Not Good
104.55,0.54,0.44,2.54,59.62,26.33,Good Condition
54.45,0.62,0.2,30.49,78.9,11.71,Good Condition
131.89,1.27,0.88,30.59,47.4,52.53,Good Condition
108.81,0.36,0.36,27.06,51.71,21.73,Good Condition
16.89,0.24,0.0,18.87,97.64,0.0,Good Condition
61.17,0.67,0.44,28.75,76.97,26.24,Good Condition
132.96,0.64,0.66,33.69,42.73,39.43,Good Condition
7.08,0.28,0.1,43.32,92.38,5.86,Not Good
144.21,0.84,0.76,39.43,37.82,45.38,Good Condition
101.87,0.77,0.56,34.73,60.34,33.39,Good Condition
94.71,0.72,0.43,29.74,63.26,25.95,Good Condition
40.58,0.61,0.28,23.71,83.76,16.88,Good Condition
37.32,0.07,0.0,1.03,83.14,0.0,Good Condition
141.31,1.04,0.7,3.28,43.79,42.01,Good Condition
44.74,0.56,0.24,36.01,82.27,14.45,Good Condition
116.33,1.07,0.69,35.17,48.66,41.48,Good Condition
58.97,0.69,0.52,25.72,74.24,30.92,Good Condition
20.89,0.46,0.01,16.94,87.18,0.69,Good Condition
1.61,0.66,0.25,-3.7,100.0,15.01,Not Good
81.64,0.47,0.28,11.36,69.6,17.04,Good Condition
146.37,1.1,1.01,16.03,46.41,60.9,Good Condition
55.37,0.81,0.38,19.29,75.87,23.0,Good Condition
53.58,0.43,0.09,41.47,82.35,5.12,Not Good
51.61,0.71,0.28,0.44,80.39,16.7,Good Condition
78.08,0.73,0.36,20.94,68.3,21.89,Good Condition
66.1,0.67,0.41,13.4,70.79,24.6,Good Condition
131.99,0.66,0.66,44.5,49.59,39.82,Not Good
75.83,0.42,0.31,38.09,73.71,18.55,Good Condition
76.16,1.02,0.59,16.94,66.89,35.43,Good Condition
20.76,0.21,0.06,44.98,88.45,3.58,Not Good
147.41,0.89,0.94,20.7,43.0,56.28,Good Condition
37.5,0.46,0.12,3.36,89.77,7.04,Good Condition
11.0,0.65,0.31,22.79,98.1,18.8,Good Condition
99.47,0.49,0.39,6.31,58.06,23.17,Good Condition
89.3,0.45,0.34,26.82,63.48,20.18,Good Condition
62.27,0.72,0.54,41.87,73.93,32.32,Not Good
63.33,0.21,0.22,34.31,78.19,12.97,Good Condition
117.76,1.18,0.88,8.66,55.61,52.69,Good Condition
29.36,0.4,0.26,9.84,89.15,15.84,Good Condition
123.04,0.98,0.62,-1.54,48.53,37.11,Not Good
97.31,0.57,0.18,9.29,65.46,11.04,Good Condition
62.85,0.59,0.28,-0.37,76.39,17.07,Not Good
68.7,0.47,0.34,19.97,77.22,20.23,Good Condition
38.5,0.58,0.35,30.42,85.4,21.26,Good Condition
112.82,0.98,0.85,32.56,58.09,50.72,Good Condition
76.93,0.4,0.25,-2.02,72.36,15.15,Not Good
48.13,0.73,0.34,12.0,79.12,20.54,Good Condition
89.41,0.75,0.57,9.41,68.88,34.01,Good Condition
149.36,1.31,0.99,0.22,35.48,59.52,Good Condition
65.29,0.4,0.38,13.12,76.57,23.06,Good Condition
138.1,0.45,0.42,9.97,49.41,24.98,Good Condition
51.75,0.67,0.2,26.72,77.69,12.12,Good Condition
8.21,0.29,0.0,39.17,98.2,0.0,Good Condition
30.64,0.33,0.09,17.74,88.37,5.26,Good Condition
62.8,0.67,0.45,32.33,77.49,27.05,Good Condition
32.95,0.27,0.18,2.3,90.48,11.0,Good Condition
0.03,0.53,0.19,39.75,100.0,11.48,Good Condition
137.25,0.75,0.79,2.63,48.26,47.49,Good Condition
126.58,0.69,0.45,4.61,47.49,27.01,Good Condition
111.34,0.42,0.15,0.32,52.75,9.08,Good Condition
25.17,0.57,0.12,10.48,89.24,7.25,Good Condition
18.05,0.29,0.03,22.62,94.56,1.73,Good Condition
10.14,0.07,0.0,44.4,92.82,0.0,Not Good
108.6,0.53,0.27,34.67,58.36,16.27,Good Condition
139.32,0.61,0.63,14.02,43.21,37.53,Good Condition
64.58,0.34,0.26,23.79,77.12,15.89,Good Condition
17.87,0.17,0.17,26.17,88.22,10.48,Good Condition
76.86,0.61,0.4,36.14,70.94,23.87,Good Condition
52.32,0.49,0.5,31.82,80.57,29.94,Good Condition
56.22,0.31,0.08,23.46,81.92,4.75,Good Condition
93.2,1.01,0.61,28.46,64.85,36.51,Good Condition
107.81,0.86,0.56,32.3,59.84,33.46,Good Condition
16.59,0.2,0.17,1.66,97.41,10.44,Good Condition
5.34,0.11,0.0,5.02,99.62,0.0,Good Condition
149.15,1.23,0.99,29.43,38.24,59.42,Good Condition
34.91,0.62,0.19,37.52,89.73,11.48,Good Condition
8.07,0.02,0.0,15.46,99.25,0.0,Good Condition
28.48,0.5,0.11,43.99,87.85,6.56,Not Good
5.84,0.28,0.0,5.8,99.77,0.0,Good Condition
58.77,0.59,0.35,15.83,80.17,20.82,Good Condition
120.36,0.87,0.43,13.93,56.61,25.85,Good Condition
51.19,0.57,0.22,41.51,84.05,13.2,Not Good
66.63,0.76,0.37,9.27,71.6,22.47,Good Condition
101.34,0.64,0.52,18.54,58.68,30.96,Good Condition
76.33,0.81,0.59,4.36,65.56,35.27,Good Condition
129.22,1.04,0.81,21.06,45.79,48.74,Good Condition
129.91,0.78,0.69,37.87,51.86,41.19,Good Condition
1.49,0.32,0.04,10.2,98.01,2.36,Good Condition
116.71,0.71,0.65,35.54,54.52,39.24,Good Condition
69.11,0.42,0.39,40.57,74.02,23.38,Not Good
148.33,0.64,0.5,-1.35,43.49,30.12,Not Good
72.48,0.63,0.29,32.82,67.83,17.47,Good Condition
148.03,0.96,0.56,7.77,38.83,33.42,Good Condition
113.19,0.95,0.8,3.77,54.21,47.76,Good Condition
37.29,0.45,0.14,25.06,83.73,8.62,Good Condition
80.76,0.37,0.36,30.28,72.53,21.39,Good Condition
148.82,1.32,0.96,14.74,43.82,57.54,Good Condition
128.63,0.96,0.75,-3.04,48.35,45.0,Not Good
14.61,0.39,0.0,40.44,97.95,0.0,Not Good
105.96,0.87,0.53,31.54,56.09,31.6,Good Condition
51.84,0.28,0.17,8.58,82.12,10.35,Good Condition
1.05,0.26,0.0,19.84,96.82,0.0,Good Condition
60.52,0.62,0.16,-3.61,78.51,9.6,Not Good
35.21,0.15,0.11,11.96,85.48,6.78,Good Condition
122.83,0.9,0.62,21.13,46.94,37.43,Good Condition
50.6,0.48,0.0,20.86,77.49,0.0,Good Condition
124.13,0.91,0.84,5.41,49.37,50.59,Good Condition
0.09,0.43,0.0,33.84,100.0,0.0,Good Condition
46.17,0.65,0.21,9.94,77.26,12.3,Good Condition
36.17,0.57,0.22,24.02,87.13,12.9,Good Condition
35.04,0.13,0.01,8.58,88.15,0.68,Good Condition
10.23,0.26,0.11,16.26,97.45,6.52,Good Condition
28.07,0.06,0.05,5.38,91.38,2.89,Good Condition
83.33,0.64,0.25,26.65,63.45,15.25,Good Condition
43.7,0.68,0.28,16.28,83.39,16.9,Good Condition
62.61,0.8,0.54,-4.19,79.37,32.1,Not Good
56.53,0.51,0.37,-3.59,78.5,22.45,Not Good
131.39,0.8,0.85,18.56,48.56,51.06,Good Condition
135.79,0.95,0.64,4.16,48.05,38.31,Good Condition
73.94,0.44,0.08,24.25,68.75,5.01,Good Condition
49.52,0.87,0.46,15.41,82.2,27.87,Good Condition
16.02,0.72,0.4,27.72,97.75,23.89,Good Condition
143.01,1.34,1.03,42.62,37.9,61.73,Not Good
9.03,0.37,0.0,21.44,100.0,0.0,Good Condition
44.65,0.32,0.0,34.37,79.33,0.0,Good Condition
44.71,0.23,0.01,32.65,81.68,0.82,Good Condition
48.06,0.45,0.0,41.09,84.3,0.0,Not Good
24.64,0.39,0.08,5.7,93.38,4.54,Good Condition
117.47,0.99,0.88,36.37,56.93,52.63,Good Condition
18.37,0.08,0.04,40.28,97.05,2.53,Not Good
95.24,0.62,0.52,14.64,61.38,31.45,Good Condition
18.58,0.54,0.3,10.69,94.13,17.75,Good Condition
10.58,0.14,0.0,42.6,94.67,0.0,Not Good
136.41,1.07,1.07,26.38,43.94,64.11,Good Condition
28.52,0.66,0.44,14.03,87.91,26.61,Good Condition
123.19,0.65,0.62,34.59,53.16,37.4,Good Condition
81.69,0.67,0.3,10.22,67.34,17.87,Good Condition
11.68,0.38,0.15,3.82,98.47,9.26,Good Condition
143.32,0.93,0.72,22.2,45.13,42.95,Good Condition
37.04,0.07,0.0,23.31,80.39,0.0,Good Condition
128.95,0.97,0.9,36.29,49.72,53.71,Good Condition
25.32,0.47,0.3,17.85,89.24,17.96,Good Condition
128.09,1.04,0.7,35.73,48.33,42.13,Good Condition
1.98,0.39,0.0,10.57,100.0,0.0,Good Condition
76.77,0.26,0.16,23.77,69.77,9.65,Good Condition
115.42,0.86,0.61,5.42,57.69,36.87,Good Condition
140.22,0.73,0.67,14.27,46.04,40.22,Good Condition
136.38,1.1,0.67,37.88,45.98,40.33,Good Condition
122.94,1.21,0.81,5.8,53.37,48.84,Good Condition
133.23,1.03,0.83,35.51,42.09,49.86,Good Condition
29.88,0.66,0.35,9.14,83.32,20.86,Good Condition
42.63,0.41,0.02,-3.28,78.78,0.93,Not Good
43.35,0.47,0.13,0.5,82.04,7.62,Good Condition
56.56,0.69,0.38,32.29,74.73,22.8,Good Condition
59.0,0.79,0.34,8.1,81.24,20.48,Good Condition
81.68,0.88,0.65,27.71,67.75,38.97,Good Condition
23.98,0.46,0.16,29.96,92.03,9.64,Good Condition
103.69,1.17,0.83,12.26,56.31,49.96,Good Condition
25.13,0.5,0.19,18.75,88.16,11.15,Good Condition
46.55,0.71,0.38,15.19,79.74,22.66,Good Condition
75.5,0.39,0.3,42.37,71.79,18.28,Not Good
119.47,0.75,0.62,11.0,51.95,37.46,Good Condition
110.92,0.72,0.72,4.17,55.81,43.24,Good Condition
96.83,0.93,0.75,13.28,62.19,45.13,Good Condition
23.37,0.42,0.21,28.48,93.34,12.56,Good Condition
82.06,0.84,0.38,29.87,63.08,22.94,Good Condition
13.12,0.55,0.27,41.2,97.52,16.41,Not Good
56.6,0.39,0.0,39.09,77.99,0.0,Good Condition
62.03,0.21,0.05,9.42,76.88,2.77,Good Condition
5.97,0.53,0.13,17.76,95.89,7.84,Good Condition
41.1,0.47,0.18,32.36,82.65,10.51,Good Condition
143.35,1.14,0.87,40.83,39.97,52.49,Not Good
143.04,0.85,0.78,11.86,47.58,46.96,Good Condition
52.85,0.57,0.33,17.22,78.83,19.73,Good Condition
6.47,0.32,0.0,39.97,100.0,0.0,Good Condition
26.86,0.47,0.2,12.92,89.15,11.93,Good Condition
58.83,0.85,0.43,19.03,73.66,25.89,Good Condition
142.17,1.32,0.97,40.23,43.21,58.18,Not Good
21.18,0.86,0.41,35.11,86.92,24.82,Good Condition
114.53,0.9,0.63,7.17,58.24,37.91,Good Condition
16.3,0.58,0.1,11.24,96.66,6.16,Good Condition
147.19,0.91,0.55,12.65,43.38,32.7,Good Condition
57.24,0.29,0.17,40.64,78.2,10.12,Not Good
116.29,0.73,0.57,44.95,54.28,34.19,Not Good
51.39,0.48,0.4,33.7,84.41,24.06,Good Condition
94.15,0.33,0.37,19.22,60.12,21.93,Good Condition
28.8,0.32,0.25,-4.49,91.28,14.73,Not Good
21.9,0.07,0.08,29.87,92.05,4.86,Good Condition
140.71,1.01,0.73,14.47,48.47,43.64,Good Condition
137.65,0.91,0.78,26.65,48.22,46.72,Good Condition
133.12,0.73,0.64,25.33,51.74,38.58,Good Condition
93.82,0.74,0.39,19.04,63.36,23.63,Good Condition
121.24,0.73,0.35,42.22,48.55,20.93,Not Good
10.36,0.49,0.0,-3.84,95.89,0.0,Not Good
50.22,0.45,0.14,30.61,82.02,8.39,Good Condition
47.06,0.34,0.12,15.49,83.92,7.04,Good Condition
95.35,0.64,0.54,30.69,56.87,32.64,Good Condition
53.39,0.42,0.35,28.76,78.69,20.78,Good Condition
22.28,0.22,0.12,-4.49,88.44,7.29,Not Good
89.47,0.75,0.61,9.27,67.96,36.33,Good Condition
122.16,1.16,0.73,4.45,47.67,44.08,Good Condition
57.32,0.19,0.21,3.35,78.74,12.51,Good Condition
19.84,0.1,0.0,31.42,89.72,0.0,Good Condition
29.5,0.25,0.17,6.98,86.76,10.09,Good Condition
35.62,0.58,0.24,18.74,90.16,14.47,Good Condition
44.98,0.56,0.43,7.35,79.41,25.54,Good Condition
96.42,0.84,0.68,24.01,57.38,40.76,Good Condition
90.14,0.39,0.35,31.03,59.64,21.2,Good Condition
104.41,0.66,0.51,11.55,58.28,30.73,Good Condition
54.38,0.37,0.35,25.15,79.67,21.22,Good Condition
123.6,1.01,0.83,36.24,48.83,49.55,Good Condition
30.61,0.3,0.28,-0.29,89.66,16.67,Not Good
70.36,0.68,0.32,30.53,67.47,19.13,Good Condition
120.14,0.66,0.42,11.16,55.52,25.03,Good Condition
27.02,0.36,0.0,1.13,92.36,0.0,Good Condition
16.48,0.3,0.1,22.28,98.26,6.19,Good Condition
132.55,0.88,0.76,6.31,51.34,45.69,Good Condition
51.44,0.09,0.04,36.07,77.99,2.59,Good Condition
102.58,0.73,0.53,-2.86,57.96,31.52,Not Good
3.8,0.36,0.12,-0.07,100.0,6.91,Not Good
103.51,0.53,0.33,21.05,54.94,19.9,Good Condition
47.42,0.72,0.39,24.45,79.17,23.36,Good Condition
8.36,0.42,0.0,31.49,92.84,0.0,Good Condition
91.47,0.97,0.66,7.96,62.96,39.66,Good Condition
36.12,0.13,0.06,37.09,86.07,3.55,Good Condition
58.02,0.39,0.09,42.66,73.9,5.42,Not Good
12.09,0.04,0.0,19.95,90.43,0.0,Good Condition
22.07,0.41,0.07,33.03,93.36,3.97,Good Condition
44.7,0.3,0.13,21.24,77.32,7.58,Good Condition
13.46,0.07,0.01,-1.53,99.35,0.56,Not Good
136.62,1.14,0.79,11.31,42.57,47.17,Good Condition
0.91,0.31,0.0,-0.63,100.0,0.0,Not Good
72.58,0.48,0.33,44.44,70.32,19.86,Not Good
18.49,0.02,0.0,6.45,88.2,0.0,Good Condition
46.15,0.51,0.26,26.8,81.26,15.84,Good Condition
138.91,1.12,0.73,9.22,44.6,43.82,Good Condition
24.25,0.62,0.36,27.66,93.85,21.61,Good Condition
144.87,1.05,0.63,5.52,44.37,37.63,Good Condition
30.87,0.07,0.0,34.26,83.45,0.0,Good Condition
111.23,0.89,0.67,0.54,52.6,40.43,Good Condition
82.0,0.81,0.45,39.76,65.32,27.22,Good Condition
132.67,0.75,0.54,37.02,43.1,32.23,Good Condition
83.1,0.18,0.15,28.94,66.33,8.84,Good Condition
80.18,0.87,0.64,-1.63,72.77,38.5,Not Good
29.32,0.62,0.35,5.43,88.42,21.06,Good Condition
24.93,0.36,0.0,37.97,92.45,0.0,Good Condition
137.47,0.97,0.66,1.1,46.84,39.58,Good Condition
49.18,0.83,0.49,2.8,83.83,29.5,Good Condition
55.81,0.48,0.17,22.2,74.83,10.21,Good Condition
113.97,0.56,0.51,8.71,56.95,30.36,Good Condition
50.82,0.36,0.18,6.1,83.48,10.55,Good Condition
142.81,0.91,0.58,23.79,39.59,35.02,Good Condition
110.69,0.73,0.28,13.63,54.19,17.0,Good Condition
89.61,0.59,0.62,2.03,68.86,36.95,Good Condition
132.13,0.62,0.39,21.74,49.95,23.68,Good Condition
7.44,0.21,0.06,14.35,94.85,3.81,Good Condition
38.56,0.39,0.31,31.73,85.22,18.47,Good Condition
69.76,0.33,0.08,0.14,71.14,5.05,Good Condition
34.05,0.3,0.0,26.03,86.28,0.0,Good Condition
111.59,0.7,0.78,16.82,53.92,46.51,Good Condition
137.88,1.13,0.83,15.3,42.64,49.65,Good Condition
63.57,0.58,0.19,6.61,76.32,11.33,Good Condition
51.32,0.87,0.43,-3.48,82.26,25.56,Not Good
144.23,0.97,0.98,37.38,46.05,58.85,Good Condition
66.73,0.62,0.35,11.32,69.86,21.24,Good Condition
73.36,0.39,0.2,29.05,73.89,11.78,Good Condition
52.75,0.32,0.16,42.38,76.45,9.86,Not Good
136.43,0.98,0.78,23.25,44.7,46.62,Good Condition
85.34,0.74,0.38,14.86,69.88,23.04,Good Condition
114.33,0.68,0.75,8.41,53.81,44.79,Good Condition
121.77,0.83,0.38,41.7,48.26,22.88,Not Good
51.28,0.4,0.0,29.1,76.09,0.0,Good Condition
65.05,0.67,0.33,28.26,73.71,19.8,Good Condition
127.27,0.91,0.59,16.31,51.72,35.34,Good Condition
54.49,0.32,0.14,37.25,83.18,8.28,Good Condition
119.09,0.67,0.32,30.68,55.24,19.49,Good Condition
141.15,0.88,0.76,9.16,47.31,45.78,Good Condition
93.48,0.86,0.45,24.98,65.09,27.27,Good Condition
111.24,0.7,0.68,16.51,59.46,40.79,Good Condition
120.76,0.72,0.64,-4.67,47.46,38.49,Not Good
126.76,0.86,0.65,35.38,53.6,38.74,Good Condition
59.26,0.58,0.46,1.14,75.26,27.86,Good Condition
7.69,0.21,0.0,20.5,100.0,0.0,Good Condition
60.28,0.57,0.36,11.81,71.64,21.78,Good Condition
101.06,0.64,0.23,12.1,61.73,13.82,Good Condition
67.55,0.42,0.17,18.87,75.34,10.44,Good Condition
112.34,0.52,0.38,44.85,60.03,22.53,Not Good
53.55,0.45,0.37,15.42,81.27,22.06,Good Condition
95.21,0.62,0.46,4.12,60.74,27.76,Good Condition
27.96,0.35,0.11,25.68,89.39,6.4,Good Condition
112.41,0.73,0.39,6.81,53.7,23.62,Good Condition
81.85,0.37,0.35,0.28,64.22,20.71,Good Condition
30.61,0.11,0.0,-2.49,85.24,0.0,Not Good
43.79,0.42,0.25,-3.86,79.71,15.02,Not Good
112.29,0.55,0.41,16.56,55.57,24.73,Good Condition
72.39,0.7,0.56,16.34,75.11,33.75,Good Condition
32.4,0.4,0.0,4.28,91.17,0.0,Good Condition
145.09,0.75,0.65,34.2,37.51,39.05,Good Condition
107.27,0.99,0.83,1.46,52.89,49.56,Good Condition
143.57,0.94,0.7,40.77,40.02,42.17,Not Good
64.07,0.18,0.08,24.38,71.92,4.52,Good Condition
71.27,0.69,0.37,-3.62,67.44,22.26,Not Good
134.69,0.85,0.64,43.15,45.01,38.34,Not Good
78.76,0.44,0.24,10.4,69.37,14.27,Good Condition
106.09,0.73,0.36,17.5,58.34,21.4,Good Condition
37.83,0.68,0.62,9.21,85.3,37.07,Good Condition
67.01,0.68,0.27,31.42,71.58,16.13,Good Condition
18.52,0.28,0.0,19.28,94.66,0.0,Good Condition
30.9,0.64,0.37,1.62,90.91,22.3,Good Condition
0.14,0.53,0.1,0.21,98.41,6.12,Good Condition
5.89,0.41,0.0,31.27,93.5,0.0,Good Condition
146.59,0.88,0.64,6.85,39.33,38.37,Good Condition
36.35,0.61,0.26,1.89,81.83,15.68,Good Condition
99.5,0.63,0.46,19.97,59.87,27.49,Good Condition
125.86,0.58,0.34,35.14,46.21,20.47,Good Condition
82.6,0.66,0.7,8.94,66.59,41.84,Good Condition
22.97,0.06,0.01,8.82,88.02,0.82,Good Condition
109.22,1.14,0.81,36.69,58.7,48.46,Good Condition
90.04,0.62,0.66,2.39,59.26,39.36,Good Condition
109.69,0.44,0.39,25.84,56.67,23.67,Good Condition
115.46,1.09,0.77,42.75,50.51,46.15,Not Good
146.31,0.62,0.68,37.07,36.49,41.08,Good Condition
86.03,0.24,0.11,-1.91,69.28,6.5,Not Good
51.25,0.43,0.15,11.0,81.22,9.27,Good Condition
97.27,0.79,0.55,2.12,57.08,33.13,Good Condition
10.27,0.39,0.0,42.46,97.53,0.0,Not Good
134.61,0.85,0.67,44.3,47.27,39.99,Not Good
17.91,0.48,0.25,6.75,92.57,15.26,Good Condition
49.18,0.57,0.23,28.48,79.52,13.93,Good Condition
122.36,0.7,0.5,37.08,54.93,29.97,Good Condition
89.6,0.81,0.56,6.68,61.61,33.44,Good Condition
59.05,0.72,0.3,4.38,75.36,17.99,Good Condition
71.02,0.2,0.0,-4.44,69.89,0.0,Not Good
128.18,0.87,0.75,15.6,51.44,44.89,Good Condition
51.0,0.26,0.29,39.97,83.76,17.35,Good Condition
130.45,0.93,0.69,40.15,51.32,41.67,Not Good
13.22,0.19,0.19,1.39,97.69,11.58,Good Condition
116.52,0.69,0.49,5.22,58.26,29.49,Good Condition
127.13,1.06,0.73,15.4,51.12,43.57,Good Condition
27.27,0.27,0.0,34.03,91.6,0.0,Good Condition
64.55,0.46,0.36,25.59,79.01,21.9,Good Condition
24.82,0.77,0.42,20.69,85.14,25.19,Good Condition
105.99,0.47,0.37,24.6,58.94,22.37,Good Condition
80.3,0.6,0.26,-0.19,70.27,15.57,Not Good
95.3,0.63,0.36,18.88,66.06,21.35,Good Condition
29.47,0.21,0.14,44.6,92.05,8.26,Not Good
31.76,0.45,0.0,-0.58,90.71,0.0,Not Good
6.22,0.18,0.09,20.96,100.0,5.29,Good Condition
48.31,0.81,0.35,9.78,81.05,21.06,Good Condition
83.96,0.45,0.5,22.0,61.48,29.78,Good Condition
128.69,0.48,0.39,23.69,43.63,23.11,Good Condition
100.04,0.7,0.67,23.87,60.43,40.11,Good Condition
65.31,0.42,0.46,37.61,73.23,27.45,Good Condition
142.97,1.19,0.91,14.49,42.33,54.59,Good Condition
107.89,0.9,0.61,20.82,55.85,36.75,Good Condition
139.52,1.1,0.79,-4.45,48.37,47.16,Not Good
79.14,0.62,0.55,34.48,66.94,33.09,Good Condition
38.84,0.66,0.48,7.97,88.03,28.92,Good Condition
7.92,0.33,0.0,35.83,100.0,0.0,Good Condition
108.91,0.88,0.74,8.28,56.43,44.18,Good Condition
18.2,0.39,0.05,-4.46,92.19,3.04,Not Good
45.42,0.47,0.17,2.74,84.44,10.39,Good Condition
79.87,0.17,0.13,44.28,70.13,7.65,Not Good
84.66,0.72,0.36,10.99,64.42,21.84,Good Condition
90.09,0.61,0.28,0.44,59.99,16.62,Good Condition
24.94,0.34,0.02,0.94,87.67,1.06,Good Condition
56.96,0.14,0.07,10.52,73.53,4.36,Good Condition
92.58,0.48,0.38,-3.12,60.92,22.99,Not Good
145.47,0.84,0.72,20.57,39.43,43.2,Good Condition
109.14,0.66,0.57,5.69,57.72,34.45,Good Condition
138.39,0.54,0.47,20.97,49.19,28.37,Good Condition
114.33,0.72,0.35,2.04,56.12,20.94,Good Condition
88.76,0.77,0.5,16.49,68.76,29.74,Good Condition
28.8,0.28,0.0,24.9,91.32,0.0,Good Condition
100.0,0.73,0.68,-1.9,62.28,40.89,Not Good
93.51,0.91,0.5,14.94,61.74,30.06,Good Condition
90.37,0.59,0.55,10.13,62.1,32.76,Good Condition
73.47,0.92,0.58,7.02,74.08,34.93,Good Condition
79.3,0.78,0.33,25.23,72.33,19.72,Good Condition
50.17,0.47,0.12,24.43,79.45,7.43,Good Condition
77.9,0.96,0.52,26.53,63.93,31.05,Good Condition
29.63,0.51,0.2,2.94,91.07,12.1,Good Condition
120.78,0.65,0.6,9.29,49.54,35.93,Good Condition
27.87,0.41,0.34,5.48,83.95,20.42,Good Condition
12.74,0.17,0.01,22.03,97.95,0.42,Good Condition
65.44,0.28,0.31,18.05,74.0,18.45,Good Condition
98.75,0.79,0.5,11.51,62.35,29.9,Good Condition
65.66,0.27,0.15,34.3,77.88,8.85,Good Condition
41.51,0.58,0.19,-0.3,83.81,11.27,Not Good
83.73,0.75,0.64,43.74,66.54,38.32,Not Good
52.05,0.51,0.3,0.83,77.09,18.22,Good Condition
139.93,1.16,0.76,33.65,42.08,45.42,Good Condition
138.4,0.76,0.71,13.41,47.61,42.9,Good Condition
75.36,0.73,0.41,38.26,69.35,24.77,Good Condition
49.18,0.68,0.34,-1.29,76.96,20.36,Not Good
110.57,0.71,0.67,13.74,51.72,40.1,Good Condition
5.51,0.25,0.0,11.77,97.53,0.0,Good Condition
71.22,0.52,0.39,44.66,71.16,23.3,Not Good
50.45,0.66,0.3,44.28,81.36,18.06,Not Good
