Pack Voltage (V),Pack Current (A),Pack Power (W),SoC (%),SoH (%),Battery Temp (°C),Battery Status
319.6,87.41,27935.25,96.97,93.21,20.85,Healthy
322.14,24.41,7863.31,82.37,79.29,40.29,Non-Healthy
324.28,84.24,27315.54,89.99,71.17,49.41,Non-Healthy
346.4,-92.47,-32031.35,76.52,92.28,33.3,Healthy
306.14,-134.98,-41322.71,80.84,79.93,21.57,Non-Healthy
347.74,112.09,38977.69,61.85,91.66,44.98,Healthy
361.4,-127.33,-46019.0,93.94,91.23,52.54,Non-Healthy
358.0,-75.99,-27205.31,86.0,86.04,45.1,Healthy
345.93,58.6,20270.25,87.51,93.32,40.25,Healthy
400.7,-27.17,-10885.2,73.84,87.43,28.05,Healthy
317.44,112.89,35837.04,44.37,78.6,20.54,Non-Healthy
360.68,-60.61,-21859.61,22.85,92.02,44.31,Healthy
307.44,-146.44,-45021.81,94.85,87.67,28.09,Healthy
308.54,-59.8,-18451.63,66.89,70.38,50.04,Non-Healthy
368.86,23.42,8639.72,43.85,97.05,36.32,Healthy
367.92,-37.22,-13693.51,31.93,86.37,38.57,Healthy
405.36,10.46,4240.85,86.36,96.06,46.39,Healthy
366.94,112.98,41457.22,86.92,96.48,47.28,Healthy
415.17,123.75,51376.04,85.16,83.35,42.49,Non-Healthy
305.84,-70.21,-21472.59,71.61,85.23,52.85,Non-Healthy
311.76,-11.36,-3540.94,49.28,82.47,54.38,Non-Healthy
305.29,14.74,4500.92,44.33,83.48,53.14,Non-Healthy
322.23,134.73,43415.69,20.68,96.85,48.85,Healthy
364.95,149.59,54591.48,86.69,93.64,44.7,Healthy
377.47,-79.38,-29962.64,26.99,73.8,43.22,Non-Healthy
305.47,68.09,20800.68,70.46,88.31,23.63,Healthy
413.52,-36.59,-15130.85,60.33,99.88,29.5,Healthy
401.06,-147.57,-59183.42,62.14,87.87,20.2,Healthy
335.59,-147.22,-49407.5,94.14,93.58,24.81,Healthy
309.26,-11.83,-3658.64,22.53,93.07,35.37,Healthy
320.39,-3.5,-1121.2,81.87,80.51,25.13,Non-Healthy
315.23,-143.23,-45150.58,24.16,81.16,51.56,Non-Healthy
314.79,56.08,17653.09,23.05,91.72,48.2,Healthy
362.23,-61.8,-22385.29,54.39,85.0,22.51,Non-Healthy
329.5,17.97,5920.46,25.05,87.12,28.71,Healthy
342.98,-59.72,-20484.04,83.13,91.39,48.67,Healthy
418.74,-99.86,-41815.32,62.37,93.33,48.11,Healthy
382.12,-27.85,-10641.17,22.32,78.15,53.09,Non-Healthy
413.88,-80.32,-33241.82,23.24,74.4,54.91,Non-Healthy
317.11,10.44,3310.69,69.01,78.75,54.17,Non-Healthy
345.86,-90.35,-31248.65,84.49,85.23,34.35,Healthy
366.57,2.52,924.41,55.02,80.26,28.76,Non-Healthy
309.21,-102.79,-31782.7,64.37,87.05,46.54,Healthy
300.5,51.29,15413.5,83.99,71.6,30.47,Non-Healthy
380.45,76.18,28983.34,68.84,85.29,48.22,Healthy
377.02,-116.88,-44066.56,37.98,81.04,38.69,Non-Healthy
349.29,-9.66,-3373.93,69.04,86.04,47.79,Healthy
358.76,-128.74,-46185.87,70.26,82.68,29.66,Non-Healthy
349.85,29.45,10304.83,78.73,78.53,37.78,Non-Healthy
302.88,-70.68,-21407.21,69.67,97.12,39.74,Healthy
340.24,8.29,2819.72,97.54,75.54,53.01,Non-Healthy
321.25,5.24,1682.8,35.78,90.44,29.33,Healthy
311.81,127.31,39695.49,96.09,97.74,52.78,Non-Healthy
414.81,14.72,6108.01,63.07,86.16,48.17,Healthy
371.92,24.9,9260.72,73.76,96.29,45.58,Healthy
387.44,-29.5,-11431.02,27.96,73.75,47.54,Non-Healthy
337.84,134.72,45515.61,50.45,84.81,41.19,Non-Healthy
347.18,83.16,28869.83,81.55,83.71,28.54,Non-Healthy
328.43,-64.38,-21143.86,76.55,70.24,26.63,Non-Healthy
311.64,103.26,32180.42,23.21,83.3,50.32,Non-Healthy
321.48,-20.28,-6520.04,63.73,81.07,45.38,Non-Healthy
395.7,98.6,39016.24,27.06,90.09,27.46,Healthy
381.31,96.87,36935.7,99.67,98.15,41.53,Healthy
365.63,-93.34,-34127.65,91.78,72.57,35.66,Non-Healthy
357.01,60.34,21542.87,21.69,79.82,25.55,Non-Healthy
410.69,-62.81,-25794.38,88.69,83.32,38.61,Non-Healthy
308.73,-60.75,-18755.92,93.55,83.66,29.85,Non-Healthy
333.67,-61.1,-20385.89,48.28,93.24,23.37,Healthy
341.99,67.67,23142.8,77.56,83.3,36.34,Non-Healthy
393.89,-81.05,-31925.74,55.37,70.81,40.65,Non-Healthy
419.1,-149.73,-62751.37,72.42,91.3,21.64,Healthy
328.88,64.57,21236.16,47.23,96.54,34.07,Healthy
404.92,-98.64,-39942.85,45.8,85.42,29.02,Healthy
399.67,-118.66,-47423.52,53.95,87.43,21.07,Healthy
326.96,-78.75,-25746.43,31.65,74.89,24.4,Non-Healthy
347.92,-36.03,-12535.5,86.49,76.62,24.87,Non-Healthy
349.16,-7.23,-2523.77,47.9,77.06,26.4,Non-Healthy
417.39,-136.63,-57027.09,52.01,82.92,48.12,Non-Healthy
321.71,141.17,45416.02,91.52,97.84,35.38,Healthy
395.9,64.82,25661.74,59.73,85.65,25.15,Healthy
340.1,-53.04,-18039.68,63.54,75.76,23.51,Non-Healthy
387.7,-54.39,-21087.56,96.52,77.98,30.43,Non-Healthy
350.4,-15.44,-5409.23,90.94,81.52,47.93,Non-Healthy
369.4,37.87,13990.57,33.56,88.7,32.76,Healthy
399.91,-106.09,-42426.05,57.86,83.2,25.6,Non-Healthy
396.5,-93.32,-37001.79,97.7,81.77,34.14,Non-Healthy
403.97,107.83,43560.32,49.79,86.94,39.44,Healthy
307.15,-73.12,-22460.19,49.73,77.26,21.04,Non-Healthy
383.05,-35.94,-13767.25,35.6,72.37,41.97,Non-Healthy
316.8,111.38,35285.51,29.15,70.73,33.83,Non-Healthy
349.9,48.94,17125.54,79.22,77.54,20.34,Non-Healthy
365.83,-47.49,-17371.99,81.6,72.75,43.59,Non-Healthy
348.33,55.11,19196.35,97.52,80.09,44.93,Non-Healthy
362.35,-144.1,-52213.33,81.87,93.19,42.01,Healthy
419.58,70.69,29661.51,39.47,91.49,31.97,Healthy
316.23,-3.9,-1231.76,23.21,88.33,38.54,Healthy
381.05,93.95,35801.86,98.83,95.58,33.55,Healthy
347.52,136.39,47398.72,47.24,78.46,44.52,Non-Healthy
315.96,127.74,40359.8,44.96,96.55,40.43,Healthy
319.05,122.78,39172.61,92.48,81.98,22.86,Non-Healthy
413.91,3.65,1511.19,66.81,82.03,42.51,Non-Healthy
405.55,-41.96,-17015.9,37.19,82.16,44.05,Non-Healthy
408.85,-10.49,-4288.54,91.13,72.94,32.97,Non-Healthy
418.98,56.97,23869.01,99.47,99.26,50.65,Non-Healthy
325.0,115.2,37439.54,26.93,74.16,49.51,Non-Healthy
342.65,-87.9,-30120.58,88.98,80.23,26.13,Non-Healthy
380.31,125.46,47712.45,51.24,79.58,51.65,Non-Healthy
358.06,94.55,33855.68,61.93,72.24,35.43,Non-Healthy
350.21,143.66,50309.58,93.19,74.57,45.33,Non-Healthy
342.94,114.08,39120.76,97.87,71.35,48.49,Non-Healthy
371.25,-66.02,-24509.72,40.97,78.77,37.68,Non-Healthy
369.07,-118.21,-43629.1,37.03,96.0,33.97,Healthy
319.37,-116.33,-37152.15,26.44,80.18,52.04,Non-Healthy
356.61,-62.63,-22335.48,64.94,73.71,28.08,Non-Healthy
366.42,34.26,12551.64,21.09,89.37,28.99,Healthy
368.43,91.3,33636.63,52.95,99.9,32.66,Healthy
325.21,119.78,38952.4,25.87,76.97,50.08,Non-Healthy
389.07,37.13,14444.71,52.42,78.39,52.86,Non-Healthy
303.02,-148.31,-44941.66,23.19,99.16,27.7,Healthy
342.58,-94.1,-32238.46,86.82,75.36,50.24,Non-Healthy
393.63,-120.08,-47267.39,36.78,85.34,29.04,Healthy
367.67,-41.0,-15075.33,46.26,77.19,53.97,Non-Healthy
331.34,0.41,134.29,89.6,97.97,40.91,Healthy
383.39,-136.98,-52517.69,79.7,99.45,20.25,Healthy
368.09,-45.46,-16731.98,37.52,94.44,21.19,Healthy
395.55,-96.25,-38070.07,25.75,79.44,25.16,Non-Healthy
388.2,44.12,17127.92,77.25,82.1,26.57,Non-Healthy
373.21,-10.72,-4000.2,51.26,77.27,46.87,Non-Healthy
358.58,-1.4,-503.7,81.29,96.72,27.8,Healthy
315.98,-21.69,-6854.42,55.62,97.44,53.92,Non-Healthy
331.36,136.81,45332.0,47.68,82.57,42.26,Non-Healthy
350.29,-85.58,-29977.8,56.1,89.7,44.24,Healthy
371.92,5.0,1859.31,79.88,74.97,27.62,Non-Healthy
361.64,70.81,25606.35,92.18,83.05,51.24,Non-Healthy
334.58,17.05,5705.74,23.98,88.94,43.37,Healthy
300.78,128.71,38711.72,61.93,81.56,50.25,Non-Healthy
359.55,-36.61,-13162.9,22.63,80.73,53.48,Non-Healthy
334.28,-10.9,-3642.68,57.47,70.03,24.4,Non-Healthy
388.15,-123.44,-47914.89,90.82,94.13,23.38,Healthy
302.87,32.7,9903.88,48.93,96.68,48.12,Healthy
370.18,-63.54,-23519.87,94.6,99.08,50.31,Non-Healthy
412.98,-101.91,-42085.36,70.45,91.58,40.43,Healthy
320.93,13.36,4287.42,94.73,86.46,32.81,Healthy
356.6,9.69,3456.53,80.57,78.08,42.84,Non-Healthy
310.97,-127.24,-39567.44,28.27,99.98,30.7,Healthy
375.08,59.46,22304.1,38.49,87.69,28.34,Healthy
366.06,37.13,13592.56,51.53,90.43,37.09,Healthy
348.88,-93.29,-32549.06,33.61,90.47,27.57,Healthy
362.57,-9.17,-3324.56,59.59,95.36,36.93,Healthy
407.59,66.1,26940.36,57.71,70.29,53.48,Non-Healthy
323.56,8.83,2857.23,96.5,76.61,49.39,Non-Healthy
302.71,-31.35,-9490.88,54.7,89.97,52.96,Non-Healthy
403.4,-53.3,-21500.59,82.85,96.85,48.22,Healthy
369.25,33.12,12229.01,95.35,90.56,32.42,Healthy
406.88,131.73,53599.23,90.16,82.4,48.42,Non-Healthy
371.63,51.52,19147.84,36.69,80.85,52.3,Non-Healthy
397.22,-127.58,-50675.74,59.68,92.14,53.15,Non-Healthy
351.56,-11.79,-4146.49,47.82,92.24,43.91,Healthy
389.98,117.25,45724.45,51.99,88.21,27.4,Healthy
409.56,-121.66,-49828.2,48.86,78.74,21.39,Non-Healthy
368.65,146.66,54067.91,86.11,97.75,25.15,Healthy
321.69,134.72,43338.91,56.17,86.56,53.79,Non-Healthy
332.26,-126.52,-42036.21,61.9,93.71,36.17,Healthy
323.84,130.02,42106.63,98.6,76.43,49.92,Non-Healthy
329.62,-41.06,-13534.39,24.8,80.32,36.28,Non-Healthy
336.77,103.41,34826.3,59.04,96.24,43.13,Healthy
366.62,-24.48,-8976.59,81.92,71.5,20.84,Non-Healthy
370.56,-17.74,-6575.0,32.09,85.37,28.75,Healthy
351.18,40.27,14143.05,68.92,84.45,35.27,Non-Healthy
373.85,82.34,30784.06,39.16,92.54,42.07,Healthy
309.79,-139.86,-43328.1,89.39,78.46,26.0,Non-Healthy
310.53,27.95,8678.45,46.17,76.57,46.76,Non-Healthy
320.62,-93.98,-30131.86,46.33,97.78,32.75,Healthy
362.17,-46.22,-16737.71,67.86,87.15,48.61,Healthy
325.68,-45.61,-14854.04,34.69,73.14,23.43,Non-Healthy
333.99,-9.28,-3100.1,42.79,75.79,43.79,Non-Healthy
348.04,-49.76,-17318.03,53.33,99.96,30.27,Healthy
397.42,-117.79,-46813.23,48.29,75.87,47.84,Non-Healthy
301.66,-106.31,-32070.26,61.99,88.31,34.08,Healthy
377.93,-139.97,-52897.7,67.97,82.6,43.29,Non-Healthy
380.27,-8.93,-3393.97,65.33,96.57,52.7,Non-Healthy
395.84,136.33,53966.39,72.33,92.66,20.72,Healthy
411.93,-115.3,-47494.51,44.62,87.91,20.39,Healthy
302.42,133.88,40487.33,30.11,70.32,46.96,Non-Healthy
318.45,70.01,22294.48,80.86,96.39,42.62,Healthy
406.34,41.25,16761.4,88.06,83.34,30.25,Non-Healthy
355.02,43.58,15473.05,40.56,97.95,37.3,Healthy
367.75,98.02,36046.31,52.57,84.87,21.47,Non-Healthy
379.56,-117.92,-44759.63,59.89,90.83,26.74,Healthy
381.49,1.43,544.12,62.67,72.08,34.86,Non-Healthy
411.81,59.13,24349.16,72.76,92.35,49.19,Healthy
419.63,26.05,10929.84,23.33,80.14,36.79,Non-Healthy
386.42,99.83,38577.64,77.72,80.54,40.52,Non-Healthy
334.47,-128.32,-42918.24,24.96,73.56,50.58,Non-Healthy
405.57,57.21,23202.8,57.46,74.41,30.81,Non-Healthy
305.91,10.21,3122.79,86.21,75.57,44.52,Non-Healthy
327.73,-36.25,-11880.77,56.1,79.85,50.16,Non-Healthy
407.69,-47.92,-19535.31,31.93,96.76,27.09,Healthy
330.74,36.25,11989.36,98.8,81.05,32.48,Non-Healthy
326.48,117.3,38295.43,91.14,91.73,54.29,Non-Healthy
316.58,-1.15,-363.18,81.71,72.48,54.41,Non-Healthy
403.09,97.42,39268.13,52.92,87.73,27.81,Healthy
360.01,-29.35,-10567.32,34.71,84.46,22.33,Non-Healthy
380.99,-119.28,-45444.78,95.31,99.34,29.48,Healthy
328.69,-131.55,-43238.34,62.59,95.39,33.92,Healthy
390.96,-134.6,-52623.75,88.19,83.64,35.44,Non-Healthy
391.2,-35.95,-14065.6,47.37,93.25,41.66,Healthy
337.51,-48.83,-16480.25,46.82,75.79,51.48,Non-Healthy
349.28,65.38,22836.44,98.84,86.87,31.56,Healthy
325.16,72.85,23686.96,61.75,72.24,49.75,Non-Healthy
417.19,-134.74,-56213.41,31.26,80.44,23.27,Non-Healthy
377.47,-83.66,-31580.47,37.57,76.78,21.47,Non-Healthy
412.15,-67.72,-27911.07,58.56,91.57,37.64,Healthy
336.41,14.28,4805.09,23.4,84.7,22.09,Non-Healthy
393.83,-106.65,-41999.84,57.0,92.53,33.74,Healthy
391.9,-109.82,-43037.86,53.52,85.46,51.39,Non-Healthy
383.0,133.14,50991.17,82.35,72.59,28.45,Non-Healthy
415.88,91.26,37953.27,48.4,92.06,44.71,Healthy
347.23,-95.8,-33265.54,98.6,95.0,30.58,Healthy
315.69,-28.03,-8848.57,34.46,97.11,21.57,Healthy
380.61,-43.31,-16485.3,67.28,87.16,39.48,Healthy
387.52,87.3,33830.72,27.18,92.61,49.22,Healthy
369.01,3.06,1130.59,78.71,92.56,34.33,Healthy
324.82,-111.65,-36264.35,99.58,74.67,41.61,Non-Healthy
360.53,71.7,25849.48,85.53,74.93,51.5,Non-Healthy
337.46,-30.93,-10438.94,64.46,72.13,47.64,Non-Healthy
351.3,-71.12,-24985.13,58.78,79.6,26.79,Non-Healthy
377.43,-37.35,-14097.03,86.8,84.21,45.67,Non-Healthy
389.43,-0.67,-262.1,94.88,99.94,37.57,Healthy
327.87,-47.07,-15431.17,99.14,82.93,46.11,Non-Healthy
348.64,-77.43,-26994.52,51.72,91.79,37.31,Healthy
332.3,-30.45,-10118.31,99.27,90.8,24.48,Healthy
323.84,-144.25,-46712.71,32.47,76.13,39.95,Non-Healthy
394.01,81.75,32209.77,40.28,71.76,37.22,Non-Healthy
409.11,-98.72,-40385.95,27.12,86.38,38.13,Healthy
344.43,-136.83,-47127.59,41.74,91.01,50.76,Non-Healthy
390.15,46.11,17989.82,81.44,99.95,51.32,Non-Healthy
407.64,82.18,33500.15,88.23,80.76,35.87,Non-Healthy
401.53,94.15,37804.01,82.31,96.89,35.95,Healthy
321.94,-1.95,-626.89,70.49,81.46,38.03,Non-Healthy
414.76,-88.39,-36660.01,61.12,90.68,38.19,Healthy
345.2,71.17,24567.38,76.7,87.95,53.26,Non-Healthy
340.71,59.91,20413.21,51.27,71.59,42.73,Non-Healthy
307.49,-76.12,-23405.9,87.3,72.35,29.71,Non-Healthy
358.34,121.02,43367.24,74.18,70.62,38.6,Non-Healthy
313.08,-118.69,-37159.21,75.82,81.13,41.95,Non-Healthy
329.82,144.81,47760.76,62.87,92.37,42.39,Healthy
338.03,108.07,36532.71,90.82,75.18,40.48,Non-Healthy
397.06,56.37,22382.06,40.16,88.18,26.22,Healthy
405.06,131.62,53315.83,50.49,78.66,21.18,Non-Healthy
336.3,66.69,22428.7,82.21,93.91,31.82,Healthy
403.04,-92.86,-37427.81,59.42,93.95,34.96,Healthy
402.87,-17.35,-6991.03,91.14,93.26,22.16,Healthy
391.76,-128.55,-50360.15,47.71,85.75,48.52,Healthy
317.6,-33.1,-10513.55,49.55,78.54,32.04,Non-Healthy
382.84,72.48,27748.5,91.1,94.28,51.98,Non-Healthy
413.4,-34.07,-14083.39,57.15,75.58,25.4,Non-Healthy
381.9,-50.91,-19443.44,61.29,78.69,21.99,Non-Healthy
339.79,28.61,9720.39,46.62,75.52,36.88,Non-Healthy
360.07,111.66,40205.85,42.13,90.23,26.62,Healthy
377.49,-135.73,-51234.44,72.48,90.59,52.81,Non-Healthy
361.27,-34.36,-12412.78,29.59,89.58,20.36,Healthy
314.39,-102.53,-32234.15,90.34,82.47,34.44,Non-Healthy
337.45,58.61,19776.55,82.34,73.01,52.44,Non-Healthy
396.29,-118.28,-46873.93,35.26,97.34,33.45,Healthy
403.37,49.44,19943.56,75.52,85.23,23.26,Healthy
316.48,-64.15,-20300.59,68.21,82.21,30.6,Non-Healthy
414.29,-90.32,-37420.4,34.76,87.66,37.43,Healthy
339.46,130.91,44437.1,41.86,75.78,26.48,Non-Healthy
379.48,-144.44,-54812.75,52.72,73.98,36.33,Non-Healthy
390.22,-18.67,-7284.15,75.94,82.17,49.27,Non-Healthy
397.43,-143.51,-57036.44,71.1,76.82,50.54,Non-Healthy
413.49,-4.92,-2035.23,62.58,77.33,21.72,Non-Healthy
337.55,0.31,106.06,81.47,96.78,25.63,Healthy
403.02,-53.5,-21562.12,80.64,85.92,29.64,Healthy
315.8,-110.35,-34849.26,69.43,84.5,40.82,Non-Healthy
384.6,-37.08,-14262.59,82.96,90.68,32.63,Healthy
389.04,51.68,20105.01,46.74,98.55,49.54,Healthy
381.33,84.72,32305.53,90.5,73.37,45.08,Non-Healthy
330.28,9.23,3046.87,69.19,95.01,23.52,Healthy
404.77,26.95,10908.55,85.79,87.52,41.86,Healthy
320.26,-89.82,-28764.45,63.7,74.38,23.96,Non-Healthy
306.44,-63.8,-19550.9,37.48,78.91,28.93,Non-Healthy
386.1,-101.43,-39162.21,63.39,84.47,26.23,Non-Healthy
357.06,-75.21,-26854.76,49.69,90.74,26.06,Healthy
401.89,-82.53,-33169.72,75.8,77.28,41.57,Non-Healthy
346.01,5.83,2018.83,58.06,86.05,39.73,Healthy
320.19,18.81,6021.76,86.89,90.54,26.16,Healthy
400.37,133.48,53443.49,74.25,83.46,54.66,Non-Healthy
365.87,-91.33,-33414.39,74.76,95.89,34.76,Healthy
322.7,42.5,13715.77,37.37,96.08,23.4,Healthy
386.45,95.18,36781.08,98.74,84.12,24.22,Non-Healthy
361.33,18.07,6530.18,87.33,99.19,40.44,Healthy
372.52,-73.5,-27379.63,83.12,72.27,54.27,Non-Healthy
355.31,-71.23,-25310.33,46.42,70.1,40.02,Non-Healthy
399.45,-138.22,-55212.93,62.85,81.42,53.22,Non-Healthy
399.55,-58.37,-23320.28,30.97,88.03,35.54,Healthy
385.13,73.38,28261.02,63.08,88.88,35.25,Healthy
312.65,-135.74,-42440.32,31.67,84.29,37.5,Non-Healthy
400.66,-84.21,-33740.35,64.24,73.75,44.41,Non-Healthy
380.52,61.87,23542.77,71.9,75.11,32.87,Non-Healthy
383.64,84.8,32531.18,51.22,95.56,50.24,Non-Healthy
343.56,-13.4,-4605.21,59.88,96.04,21.02,Healthy
405.51,59.42,24096.55,90.05,90.22,35.39,Healthy
387.04,-33.61,-13010.25,28.69,89.93,37.88,Healthy
313.51,-102.03,-31986.27,83.34,87.93,41.25,Healthy
348.93,-30.56,-10661.71,33.66,76.09,29.66,Non-Healthy
406.37,23.99,9748.85,22.94,82.85,34.96,Non-Healthy
305.66,134.42,41086.07,34.85,90.88,36.96,Healthy
415.37,-129.37,-53738.37,81.2,86.12,44.04,Healthy
381.5,2.22,846.25,52.41,70.56,47.07,Non-Healthy
375.77,-51.32,-19285.79,89.8,98.61,45.82,Healthy
332.47,2.49,829.01,61.98,95.34,31.96,Healthy
329.86,-142.81,-47105.73,21.78,77.82,54.98,Non-Healthy
413.05,-56.09,-23168.79,77.34,88.49,49.7,Healthy
335.79,95.96,32222.82,28.82,97.7,29.1,Healthy
393.06,16.18,6360.71,83.15,72.88,26.83,Non-Healthy
347.17,-14.83,-5146.95,33.45,85.09,30.99,Healthy
316.71,-64.34,-20377.94,47.64,83.69,35.83,Non-Healthy
301.29,-60.59,-18254.08,80.9,82.31,49.78,Non-Healthy
365.31,-35.07,-12811.3,96.34,95.07,47.24,Healthy
417.09,100.67,41989.3,49.71,81.42,49.79,Non-Healthy
344.3,140.16,48257.94,86.35,71.91,29.52,Non-Healthy
342.86,-18.4,-6309.84,35.26,71.98,40.77,Non-Healthy
341.29,-31.99,-10919.31,84.57,71.28,29.91,Non-Healthy
362.47,103.97,37683.79,72.6,82.27,23.82,Non-Healthy
352.88,-21.93,-7738.09,35.42,91.55,43.95,Healthy
405.59,15.61,6329.41,44.2,76.11,25.0,Non-Healthy
360.66,-80.72,-29111.78,30.54,89.39,43.37,Healthy
360.93,73.05,26366.28,50.64,90.61,42.68,Healthy
316.6,9.6,3038.29,36.29,77.66,48.36,Non-Healthy
417.93,92.71,38746.33,71.52,88.02,24.88,Healthy
330.0,84.22,27792.27,99.56,90.55,47.42,Healthy
308.8,-85.5,-26402.27,20.96,84.0,54.97,Non-Healthy
379.58,64.69,24555.12,63.27,80.1,49.79,Non-Healthy
371.44,90.02,33436.02,65.89,88.57,46.31,Healthy
349.82,-46.17,-16150.31,93.14,99.34,43.18,Healthy
350.66,-98.22,-34441.17,60.48,82.81,34.76,Non-Healthy
394.21,-149.21,-58819.87,63.5,81.75,45.57,Non-Healthy
323.49,-14.73,-4764.59,57.73,83.93,45.35,Non-Healthy
398.43,-44.27,-17638.59,41.51,72.29,42.1,Non-Healthy
377.85,16.47,6224.3,24.48,86.59,47.87,Healthy
350.28,-93.59,-32781.55,52.69,79.86,35.71,Non-Healthy
354.96,107.9,38300.44,24.21,73.64,24.24,Non-Healthy
330.8,-72.67,-24040.2,64.04,83.99,39.57,Non-Healthy
390.25,-82.07,-32028.56,44.58,70.1,29.28,Non-Healthy
361.54,-5.79,-2091.82,62.69,82.05,33.46,Non-Healthy
338.5,-0.34,-116.68,30.74,73.17,20.61,Non-Healthy
371.53,-85.47,-31755.97,94.61,70.73,33.4,Non-Healthy
419.49,-68.44,-28710.52,91.56,94.73,48.31,Healthy
352.23,-99.09,-34902.06,35.2,97.49,39.0,Healthy
410.48,65.54,26902.25,47.48,76.23,20.34,Non-Healthy
341.4,81.03,27662.68,69.08,86.18,36.44,Healthy
306.57,-11.3,-3464.66,27.65,78.34,30.2,Non-Healthy
324.51,64.23,20841.95,48.37,84.81,36.71,Non-Healthy
350.24,70.78,24790.45,40.09,83.1,34.16,Non-Healthy
326.36,-108.52,-35415.31,93.24,78.07,52.62,Non-Healthy
300.03,139.85,41959.83,88.2,91.01,21.44,Healthy
409.8,96.31,39467.69,66.39,73.79,43.93,Non-Healthy
401.27,-88.65,-35574.18,61.63,71.59,49.79,Non-Healthy
389.08,-94.15,-36631.61,94.46,93.03,53.57,Non-Healthy
320.14,-112.3,-35952.0,94.59,89.98,26.22,Healthy
314.44,-108.49,-34112.87,97.55,84.96,38.6,Non-Healthy
308.11,74.45,22938.53,30.03,84.03,21.53,Non-Healthy
386.88,-9.1,-3522.08,32.84,84.92,37.47,Non-Healthy
411.46,84.88,34924.57,74.14,83.11,24.39,Non-Healthy
351.66,73.88,25979.72,63.31,81.79,49.33,Non-Healthy
314.3,31.38,9863.83,21.48,84.99,23.99,Non-Healthy
361.49,55.91,20210.74,24.96,85.86,37.97,Healthy
341.86,-144.49,-49396.45,91.05,90.76,38.24,Healthy
344.98,-56.47,-19479.83,89.51,91.34,54.01,Non-Healthy
374.56,41.35,15486.79,48.58,81.33,42.92,Non-Healthy
386.25,-147.2,-56854.09,91.28,82.41,30.07,Non-Healthy
313.27,-140.11,-43891.63,67.49,81.21,28.43,Non-Healthy
304.27,105.57,32120.77,84.47,86.1,24.49,Healthy
419.32,55.21,23149.57,54.19,83.6,46.48,Non-Healthy
327.93,-70.39,-23082.51,29.07,96.69,44.18,Healthy
306.46,56.39,17280.91,54.7,90.89,41.35,Healthy
322.79,87.74,28320.19,56.58,96.96,21.43,Healthy
304.67,-57.96,-17659.48,64.08,91.27,46.7,Healthy
347.02,-139.19,-48300.92,28.45,99.13,42.47,Healthy
396.29,129.83,51451.58,99.31,89.07,53.74,Non-Healthy
340.95,-46.45,-15835.75,39.53,98.91,40.55,Healthy
353.3,-118.06,-41709.24,35.88,74.75,30.64,Non-Healthy
381.07,-2.44,-930.93,62.14,71.57,33.35,Non-Healthy
361.07,80.54,29080.48,62.98,87.37,26.15,Healthy
403.37,-83.51,-33684.03,55.19,99.5,45.3,Healthy
403.92,-69.15,-27932.57,81.75,82.53,44.77,Non-Healthy
301.19,-77.19,-23247.45,61.33,76.36,27.02,Non-Healthy
393.37,147.5,58022.17,68.78,85.65,25.55,Healthy
355.29,-90.78,-32252.65,77.9,89.46,22.7,Healthy
418.66,22.66,9485.21,22.0,79.46,51.92,Non-Healthy
357.99,127.58,45671.87,65.65,91.44,28.16,Healthy
418.43,-105.93,-44324.46,90.74,99.25,32.05,Healthy
390.55,141.26,55167.4,21.39,96.91,29.82,Healthy
329.83,134.24,44277.77,52.41,78.75,34.48,Non-Healthy
364.61,115.37,42065.34,94.1,79.8,44.99,Non-Healthy
419.06,-85.63,-35885.06,48.25,81.15,50.47,Non-Healthy
402.9,40.22,16203.38,56.7,81.84,26.39,Non-Healthy
311.68,78.27,24394.71,98.52,73.01,44.02,Non-Healthy
384.76,145.81,56101.91,35.95,92.86,32.34,Healthy
341.47,-95.87,-32737.66,25.22,80.96,54.32,Non-Healthy
300.84,79.81,24009.2,88.75,96.39,30.46,Healthy
348.42,-48.36,-16849.36,89.48,97.81,20.25,Healthy
328.17,-97.31,-31934.95,57.77,70.73,38.05,Non-Healthy
398.26,-23.59,-9393.83,61.14,99.66,25.28,Healthy
340.48,88.15,30013.55,86.86,91.3,21.56,Healthy
399.3,-10.55,-4210.67,79.08,85.61,44.44,Healthy
300.07,11.26,3377.89,41.21,81.69,45.63,Non-Healthy
336.94,148.55,50051.45,21.35,85.56,36.12,Healthy
328.94,-30.27,-9956.09,58.38,79.74,43.69,Non-Healthy
328.03,34.62,11356.41,88.71,88.68,38.84,Healthy
308.18,-40.43,-12458.81,91.67,72.79,42.04,Non-Healthy
322.45,-32.16,-10371.54,96.5,88.63,40.88,Healthy
366.67,58.69,21520.44,90.37,78.26,43.3,Non-Healthy
334.96,131.37,44002.82,66.4,70.53,26.99,Non-Healthy
350.09,12.71,4448.8,55.57,86.58,29.4,Healthy
345.22,80.52,27797.43,81.99,87.35,35.4,Healthy
405.11,-123.24,-49924.79,79.19,82.8,35.61,Non-Healthy
408.64,-86.65,-35409.36,63.05,72.17,47.1,Non-Healthy
359.15,0.64,229.68,26.99,96.8,32.86,Healthy
339.62,-144.0,-48903.9,94.09,88.34,25.69,Healthy
312.82,-74.14,-23193.28,56.45,73.47,28.8,Non-Healthy
414.41,5.22,2163.37,49.07,85.33,27.52,Healthy
307.23,-145.51,-44705.14,70.37,84.92,45.61,Non-Healthy
